Person,Day,Role,Value,Name,Assignment,y
16,17,5,0.0,Member 16,Meeting speaker 1,0
16,17,6,0.0,Member 16,Meeting speaker 2,0
16,17,7,0.0,Member 16,Meeting speaker 3,0
16,17,8,0.0,Member 16,meeting speaker 4,0
16,17,9,0.0,Member 16,Speech Evaluator 1,0
16,18,1,0.0,Member 16,Ah Counter,0
16,18,10,0.0,Member 16,Speech Evaluator 2,0
16,18,11,0.0,Member 16,Speech Evaluator 3,0
16,18,12,0.0,Member 16,Speech Evaluator 4,0
16,18,13,0.0,Member 16,General evaluator,0
16,18,14,0.0,Member 16,Table topic master,0
16,18,15,0.0,Member 16,Table topic evalauator 1,0
16,18,16,0.0,Member 16,Table topic evalauator 2,0
16,18,17,0.0,Member 16,Harkmaster,0
16,18,2,0.0,Member 16,Grammarian,0
16,18,3,0.0,Member 16,Timer,0
16,18,4,0.0,Member 16,Toastmaster,0
16,18,5,0.0,Member 16,Meeting speaker 1,0
16,18,6,0.0,Member 16,Meeting speaker 2,0
16,18,7,0.0,Member 16,Meeting speaker 3,0
16,18,8,0.0,Member 16,meeting speaker 4,0
16,18,9,0.0,Member 16,Speech Evaluator 1,0
16,19,1,0.0,Member 16,Ah Counter,0
16,19,10,0.0,Member 16,Speech Evaluator 2,0
16,19,11,0.0,Member 16,Speech Evaluator 3,0
16,19,12,0.0,Member 16,Speech Evaluator 4,0
16,19,13,0.0,Member 16,General evaluator,0
16,19,14,0.0,Member 16,Table topic master,0
16,19,15,0.0,Member 16,Table topic evalauator 1,0
16,19,16,0.0,Member 16,Table topic evalauator 2,0
16,19,17,0.0,Member 16,Harkmaster,0
16,19,2,0.0,Member 16,Grammarian,0
16,19,3,0.0,Member 16,Timer,0
16,19,4,0.0,Member 16,Toastmaster,0
16,19,5,0.0,Member 16,Meeting speaker 1,0
16,19,6,1.0,Member 16,Meeting speaker 2,6
16,19,7,0.0,Member 16,Meeting speaker 3,0
16,19,8,0.0,Member 16,meeting speaker 4,0
16,19,9,0.0,Member 16,Speech Evaluator 1,0
16,1,1,0.0,Member 16,Ah Counter,0
16,1,10,0.0,Member 16,Speech Evaluator 2,0
16,1,11,0.0,Member 16,Speech Evaluator 3,0
16,1,12,0.0,Member 16,Speech Evaluator 4,0
16,1,13,0.0,Member 16,General evaluator,0
16,1,14,0.0,Member 16,Table topic master,0
16,1,15,0.0,Member 16,Table topic evalauator 1,0
16,1,16,0.0,Member 16,Table topic evalauator 2,0
16,1,17,0.0,Member 16,Harkmaster,0
16,1,2,0.0,Member 16,Grammarian,0
16,1,3,0.0,Member 16,Timer,0
16,1,4,0.0,Member 16,Toastmaster,0
16,1,5,0.0,Member 16,Meeting speaker 1,0
16,1,6,0.0,Member 16,Meeting speaker 2,0
16,1,7,0.0,Member 16,Meeting speaker 3,0
16,1,8,0.0,Member 16,meeting speaker 4,0
16,1,9,0.0,Member 16,Speech Evaluator 1,0
16,20,1,0.0,Member 16,Ah Counter,0
16,20,10,0.0,Member 16,Speech Evaluator 2,0
16,20,11,0.0,Member 16,Speech Evaluator 3,0
16,20,12,1.0,Member 16,Speech Evaluator 4,12
16,20,13,0.0,Member 16,General evaluator,0
16,20,14,0.0,Member 16,Table topic master,0
16,20,15,0.0,Member 16,Table topic evalauator 1,0
16,20,16,0.0,Member 16,Table topic evalauator 2,0
16,20,17,0.0,Member 16,Harkmaster,0
16,20,2,0.0,Member 16,Grammarian,0
16,20,3,0.0,Member 16,Timer,0
16,20,4,0.0,Member 16,Toastmaster,0
16,20,5,0.0,Member 16,Meeting speaker 1,0
16,20,6,0.0,Member 16,Meeting speaker 2,0
16,20,7,0.0,Member 16,Meeting speaker 3,0
16,20,8,0.0,Member 16,meeting speaker 4,0
16,20,9,0.0,Member 16,Speech Evaluator 1,0
16,21,1,0.0,Member 16,Ah Counter,0
16,21,10,0.0,Member 16,Speech Evaluator 2,0
16,21,11,0.0,Member 16,Speech Evaluator 3,0
16,21,12,0.0,Member 16,Speech Evaluator 4,0
16,21,13,0.0,Member 16,General evaluator,0
16,21,14,0.0,Member 16,Table topic master,0
16,21,15,0.0,Member 16,Table topic evalauator 1,0
16,21,16,0.0,Member 16,Table topic evalauator 2,0
16,21,17,1.0,Member 16,Harkmaster,17
16,21,2,0.0,Member 16,Grammarian,0
16,21,3,0.0,Member 16,Timer,0
16,21,4,0.0,Member 16,Toastmaster,0
16,21,5,0.0,Member 16,Meeting speaker 1,0
16,21,6,0.0,Member 16,Meeting speaker 2,0
16,21,7,0.0,Member 16,Meeting speaker 3,0
16,21,8,0.0,Member 16,meeting speaker 4,0
16,21,9,0.0,Member 16,Speech Evaluator 1,0
16,22,1,0.0,Member 16,Ah Counter,0
16,22,10,0.0,Member 16,Speech Evaluator 2,0
16,22,11,0.0,Member 16,Speech Evaluator 3,0
16,22,12,0.0,Member 16,Speech Evaluator 4,0
16,22,13,0.0,Member 16,General evaluator,0
16,22,14,0.0,Member 16,Table topic master,0
16,22,15,0.0,Member 16,Table topic evalauator 1,0
16,22,16,0.0,Member 16,Table topic evalauator 2,0
16,22,17,0.0,Member 16,Harkmaster,0
16,22,2,0.0,Member 16,Grammarian,0
16,22,3,0.0,Member 16,Timer,0
16,22,4,0.0,Member 16,Toastmaster,0
16,22,5,0.0,Member 16,Meeting speaker 1,0
16,22,6,0.0,Member 16,Meeting speaker 2,0
16,22,7,0.0,Member 16,Meeting speaker 3,0
16,22,8,0.0,Member 16,meeting speaker 4,0
16,22,9,0.0,Member 16,Speech Evaluator 1,0
16,23,1,1.0,Member 16,Ah Counter,1
16,23,10,0.0,Member 16,Speech Evaluator 2,0
16,23,11,0.0,Member 16,Speech Evaluator 3,0
16,23,12,0.0,Member 16,Speech Evaluator 4,0
16,23,13,0.0,Member 16,General evaluator,0
16,23,14,0.0,Member 16,Table topic master,0
16,23,15,0.0,Member 16,Table topic evalauator 1,0
16,23,16,0.0,Member 16,Table topic evalauator 2,0
16,23,17,0.0,Member 16,Harkmaster,0
16,23,2,0.0,Member 16,Grammarian,0
16,23,3,0.0,Member 16,Timer,0
16,23,4,0.0,Member 16,Toastmaster,0
16,23,5,0.0,Member 16,Meeting speaker 1,0
16,23,6,0.0,Member 16,Meeting speaker 2,0
16,23,7,0.0,Member 16,Meeting speaker 3,0
16,23,8,0.0,Member 16,meeting speaker 4,0
16,23,9,0.0,Member 16,Speech Evaluator 1,0
16,24,1,0.0,Member 16,Ah Counter,0
16,24,10,0.0,Member 16,Speech Evaluator 2,0
16,24,11,0.0,Member 16,Speech Evaluator 3,0
16,24,12,0.0,Member 16,Speech Evaluator 4,0
16,24,13,0.0,Member 16,General evaluator,0
16,24,14,0.0,Member 16,Table topic master,0
16,24,15,0.0,Member 16,Table topic evalauator 1,0
16,24,16,0.0,Member 16,Table topic evalauator 2,0
16,24,17,0.0,Member 16,Harkmaster,0
16,24,2,0.0,Member 16,Grammarian,0
16,24,3,1.0,Member 16,Timer,3
16,24,4,0.0,Member 16,Toastmaster,0
16,24,5,0.0,Member 16,Meeting speaker 1,0
16,24,6,0.0,Member 16,Meeting speaker 2,0
16,24,7,0.0,Member 16,Meeting speaker 3,0
16,24,8,0.0,Member 16,meeting speaker 4,0
16,24,9,0.0,Member 16,Speech Evaluator 1,0
16,25,1,0.0,Member 16,Ah Counter,0
16,25,10,0.0,Member 16,Speech Evaluator 2,0
16,25,11,0.0,Member 16,Speech Evaluator 3,0
16,25,12,0.0,Member 16,Speech Evaluator 4,0
16,25,13,1.0,Member 16,General evaluator,13
16,25,14,0.0,Member 16,Table topic master,0
16,25,15,0.0,Member 16,Table topic evalauator 1,0
16,25,16,0.0,Member 16,Table topic evalauator 2,0
16,25,17,0.0,Member 16,Harkmaster,0
16,25,2,0.0,Member 16,Grammarian,0
16,25,3,0.0,Member 16,Timer,0
16,25,4,0.0,Member 16,Toastmaster,0
16,25,5,0.0,Member 16,Meeting speaker 1,0
16,25,6,0.0,Member 16,Meeting speaker 2,0
16,25,7,0.0,Member 16,Meeting speaker 3,0
16,25,8,0.0,Member 16,meeting speaker 4,0
16,25,9,0.0,Member 16,Speech Evaluator 1,0
16,26,1,0.0,Member 16,Ah Counter,0
16,26,10,0.0,Member 16,Speech Evaluator 2,0
16,26,11,0.0,Member 16,Speech Evaluator 3,0
16,26,12,0.0,Member 16,Speech Evaluator 4,0
16,26,13,0.0,Member 16,General evaluator,0
16,26,14,0.0,Member 16,Table topic master,0
16,26,15,1.0,Member 16,Table topic evalauator 1,15
16,26,16,0.0,Member 16,Table topic evalauator 2,0
16,26,17,0.0,Member 16,Harkmaster,0
16,26,2,0.0,Member 16,Grammarian,0
16,26,3,0.0,Member 16,Timer,0
16,26,4,0.0,Member 16,Toastmaster,0
16,26,5,0.0,Member 16,Meeting speaker 1,0
16,26,6,0.0,Member 16,Meeting speaker 2,0
16,26,7,0.0,Member 16,Meeting speaker 3,0
16,26,8,0.0,Member 16,meeting speaker 4,0
16,26,9,0.0,Member 16,Speech Evaluator 1,0
16,27,1,0.0,Member 16,Ah Counter,0
16,27,10,0.0,Member 16,Speech Evaluator 2,0
16,27,11,0.0,Member 16,Speech Evaluator 3,0
16,27,12,0.0,Member 16,Speech Evaluator 4,0
16,27,13,0.0,Member 16,General evaluator,0
16,27,14,0.0,Member 16,Table topic master,0
16,27,15,0.0,Member 16,Table topic evalauator 1,0
16,27,16,0.0,Member 16,Table topic evalauator 2,0
16,27,17,0.0,Member 16,Harkmaster,0
16,27,2,0.0,Member 16,Grammarian,0
16,27,3,0.0,Member 16,Timer,0
16,27,4,0.0,Member 16,Toastmaster,0
16,27,5,0.0,Member 16,Meeting speaker 1,0
16,27,6,0.0,Member 16,Meeting speaker 2,0
16,27,7,0.0,Member 16,Meeting speaker 3,0
16,27,8,0.0,Member 16,meeting speaker 4,0
16,27,9,0.0,Member 16,Speech Evaluator 1,0
16,2,1,0.0,Member 16,Ah Counter,0
16,2,10,0.0,Member 16,Speech Evaluator 2,0
16,2,11,0.0,Member 16,Speech Evaluator 3,0
16,2,12,0.0,Member 16,Speech Evaluator 4,0
16,2,13,0.0,Member 16,General evaluator,0
16,2,14,1.0,Member 16,Table topic master,14
16,2,15,0.0,Member 16,Table topic evalauator 1,0
16,2,16,0.0,Member 16,Table topic evalauator 2,0
16,2,17,0.0,Member 16,Harkmaster,0
16,2,2,0.0,Member 16,Grammarian,0
16,2,3,0.0,Member 16,Timer,0
16,2,4,0.0,Member 16,Toastmaster,0
16,2,5,0.0,Member 16,Meeting speaker 1,0
16,2,6,0.0,Member 16,Meeting speaker 2,0
16,2,7,0.0,Member 16,Meeting speaker 3,0
16,2,8,0.0,Member 16,meeting speaker 4,0
16,2,9,0.0,Member 16,Speech Evaluator 1,0
16,3,1,0.0,Member 16,Ah Counter,0
16,3,10,0.0,Member 16,Speech Evaluator 2,0
16,3,11,0.0,Member 16,Speech Evaluator 3,0
16,3,12,0.0,Member 16,Speech Evaluator 4,0
16,3,13,0.0,Member 16,General evaluator,0
16,3,14,0.0,Member 16,Table topic master,0
16,3,15,0.0,Member 16,Table topic evalauator 1,0
16,3,16,0.0,Member 16,Table topic evalauator 2,0
16,3,17,0.0,Member 16,Harkmaster,0
16,3,2,0.0,Member 16,Grammarian,0
16,3,3,0.0,Member 16,Timer,0
16,3,4,0.0,Member 16,Toastmaster,0
16,3,5,0.0,Member 16,Meeting speaker 1,0
16,3,6,0.0,Member 16,Meeting speaker 2,0
16,3,7,1.0,Member 16,Meeting speaker 3,7
16,3,8,0.0,Member 16,meeting speaker 4,0
16,3,9,0.0,Member 16,Speech Evaluator 1,0
16,4,1,0.0,Member 16,Ah Counter,0
16,4,10,0.0,Member 16,Speech Evaluator 2,0
16,4,11,0.0,Member 16,Speech Evaluator 3,0
16,4,12,0.0,Member 16,Speech Evaluator 4,0
16,4,13,0.0,Member 16,General evaluator,0
16,4,14,0.0,Member 16,Table topic master,0
16,4,15,0.0,Member 16,Table topic evalauator 1,0
16,4,16,0.0,Member 16,Table topic evalauator 2,0
16,4,17,0.0,Member 16,Harkmaster,0
16,4,2,0.0,Member 16,Grammarian,0
16,4,3,0.0,Member 16,Timer,0
16,4,4,0.0,Member 16,Toastmaster,0
16,4,5,0.0,Member 16,Meeting speaker 1,0
16,4,6,0.0,Member 16,Meeting speaker 2,0
16,4,7,0.0,Member 16,Meeting speaker 3,0
16,4,8,0.0,Member 16,meeting speaker 4,0
16,4,9,0.0,Member 16,Speech Evaluator 1,0
16,5,1,0.0,Member 16,Ah Counter,0
16,5,10,0.0,Member 16,Speech Evaluator 2,0
16,5,11,0.0,Member 16,Speech Evaluator 3,0
16,5,12,0.0,Member 16,Speech Evaluator 4,0
16,5,13,0.0,Member 16,General evaluator,0
16,5,14,0.0,Member 16,Table topic master,0
16,5,15,0.0,Member 16,Table topic evalauator 1,0
16,5,16,0.0,Member 16,Table topic evalauator 2,0
16,5,17,0.0,Member 16,Harkmaster,0
16,5,2,0.0,Member 16,Grammarian,0
16,5,3,0.0,Member 16,Timer,0
16,5,4,0.0,Member 16,Toastmaster,0
16,5,5,0.0,Member 16,Meeting speaker 1,0
16,5,6,0.0,Member 16,Meeting speaker 2,0
16,5,7,0.0,Member 16,Meeting speaker 3,0
16,5,8,0.0,Member 16,meeting speaker 4,0
16,5,9,1.0,Member 16,Speech Evaluator 1,9
16,6,1,0.0,Member 16,Ah Counter,0
16,6,10,0.0,Member 16,Speech Evaluator 2,0
16,6,11,0.0,Member 16,Speech Evaluator 3,0
16,6,12,0.0,Member 16,Speech Evaluator 4,0
16,6,13,0.0,Member 16,General evaluator,0
16,6,14,0.0,Member 16,Table topic master,0
16,6,15,0.0,Member 16,Table topic evalauator 1,0
16,6,16,0.0,Member 16,Table topic evalauator 2,0
16,6,17,0.0,Member 16,Harkmaster,0
16,6,2,0.0,Member 16,Grammarian,0
16,6,3,0.0,Member 16,Timer,0
16,6,4,0.0,Member 16,Toastmaster,0
16,6,5,0.0,Member 16,Meeting speaker 1,0
16,6,6,0.0,Member 16,Meeting speaker 2,0
16,6,7,0.0,Member 16,Meeting speaker 3,0
16,6,8,0.0,Member 16,meeting speaker 4,0
16,6,9,0.0,Member 16,Speech Evaluator 1,0
16,7,1,0.0,Member 16,Ah Counter,0
16,7,10,0.0,Member 16,Speech Evaluator 2,0
16,7,11,0.0,Member 16,Speech Evaluator 3,0
16,7,12,0.0,Member 16,Speech Evaluator 4,0
16,7,13,0.0,Member 16,General evaluator,0
16,7,14,0.0,Member 16,Table topic master,0
16,7,15,0.0,Member 16,Table topic evalauator 1,0
16,7,16,0.0,Member 16,Table topic evalauator 2,0
16,7,17,0.0,Member 16,Harkmaster,0
16,7,2,0.0,Member 16,Grammarian,0
16,7,3,0.0,Member 16,Timer,0
16,7,4,0.0,Member 16,Toastmaster,0
16,7,5,0.0,Member 16,Meeting speaker 1,0
16,7,6,0.0,Member 16,Meeting speaker 2,0
16,7,7,0.0,Member 16,Meeting speaker 3,0
16,7,8,0.0,Member 16,meeting speaker 4,0
16,7,9,0.0,Member 16,Speech Evaluator 1,0
16,8,1,0.0,Member 16,Ah Counter,0
16,8,10,0.0,Member 16,Speech Evaluator 2,0
16,8,11,0.0,Member 16,Speech Evaluator 3,0
16,8,12,0.0,Member 16,Speech Evaluator 4,0
16,8,13,0.0,Member 16,General evaluator,0
16,8,14,0.0,Member 16,Table topic master,0
16,8,15,0.0,Member 16,Table topic evalauator 1,0
16,8,16,0.0,Member 16,Table topic evalauator 2,0
16,8,17,0.0,Member 16,Harkmaster,0
16,8,2,0.0,Member 16,Grammarian,0
16,8,3,0.0,Member 16,Timer,0
16,8,4,0.0,Member 16,Toastmaster,0
16,8,5,0.0,Member 16,Meeting speaker 1,0
16,8,6,0.0,Member 16,Meeting speaker 2,0
16,8,7,0.0,Member 16,Meeting speaker 3,0
16,8,8,0.0,Member 16,meeting speaker 4,0
16,8,9,0.0,Member 16,Speech Evaluator 1,0
16,9,1,0.0,Member 16,Ah Counter,0
16,9,10,0.0,Member 16,Speech Evaluator 2,0
16,9,11,0.0,Member 16,Speech Evaluator 3,0
16,9,12,0.0,Member 16,Speech Evaluator 4,0
16,9,13,0.0,Member 16,General evaluator,0
16,9,14,0.0,Member 16,Table topic master,0
16,9,15,0.0,Member 16,Table topic evalauator 1,0
16,9,16,0.0,Member 16,Table topic evalauator 2,0
16,9,17,0.0,Member 16,Harkmaster,0
16,9,2,0.0,Member 16,Grammarian,0
16,9,3,0.0,Member 16,Timer,0
16,9,4,1.0,Member 16,Toastmaster,4
16,9,5,0.0,Member 16,Meeting speaker 1,0
16,9,6,0.0,Member 16,Meeting speaker 2,0
16,9,7,0.0,Member 16,Meeting speaker 3,0
16,9,8,0.0,Member 16,meeting speaker 4,0
16,9,9,0.0,Member 16,Speech Evaluator 1,0
17,10,1,0.0,Member 17,Ah Counter,0
17,10,10,0.0,Member 17,Speech Evaluator 2,0
17,10,11,0.0,Member 17,Speech Evaluator 3,0
17,10,12,0.0,Member 17,Speech Evaluator 4,0
17,10,13,0.0,Member 17,General evaluator,0
17,10,14,0.0,Member 17,Table topic master,0
17,10,15,0.0,Member 17,Table topic evalauator 1,0
17,10,16,0.0,Member 17,Table topic evalauator 2,0
17,10,17,0.0,Member 17,Harkmaster,0
17,10,2,1.0,Member 17,Grammarian,2
17,10,3,0.0,Member 17,Timer,0
17,10,4,0.0,Member 17,Toastmaster,0
17,10,5,0.0,Member 17,Meeting speaker 1,0
17,10,6,0.0,Member 17,Meeting speaker 2,0
17,10,7,0.0,Member 17,Meeting speaker 3,0
17,10,8,0.0,Member 17,meeting speaker 4,0
17,10,9,0.0,Member 17,Speech Evaluator 1,0
17,11,1,0.0,Member 17,Ah Counter,0
17,11,10,0.0,Member 17,Speech Evaluator 2,0
17,11,11,0.0,Member 17,Speech Evaluator 3,0
17,11,12,0.0,Member 17,Speech Evaluator 4,0
17,11,13,0.0,Member 17,General evaluator,0
17,11,14,0.0,Member 17,Table topic master,0
17,11,15,0.0,Member 17,Table topic evalauator 1,0
17,11,16,0.0,Member 17,Table topic evalauator 2,0
17,11,17,0.0,Member 17,Harkmaster,0
17,11,2,0.0,Member 17,Grammarian,0
17,11,3,0.0,Member 17,Timer,0
17,11,4,0.0,Member 17,Toastmaster,0
17,11,5,0.0,Member 17,Meeting speaker 1,0
17,11,6,0.0,Member 17,Meeting speaker 2,0
17,11,7,0.0,Member 17,Meeting speaker 3,0
17,11,8,0.0,Member 17,meeting speaker 4,0
17,11,9,0.0,Member 17,Speech Evaluator 1,0
17,12,1,0.0,Member 17,Ah Counter,0
17,12,10,0.0,Member 17,Speech Evaluator 2,0
17,12,11,0.0,Member 17,Speech Evaluator 3,0
17,12,12,0.0,Member 17,Speech Evaluator 4,0
17,12,13,0.0,Member 17,General evaluator,0
17,12,14,0.0,Member 17,Table topic master,0
17,12,15,0.0,Member 17,Table topic evalauator 1,0
17,12,16,0.0,Member 17,Table topic evalauator 2,0
17,12,17,0.0,Member 17,Harkmaster,0
17,12,2,0.0,Member 17,Grammarian,0
17,12,3,0.0,Member 17,Timer,0
17,12,4,0.0,Member 17,Toastmaster,0
17,12,5,0.0,Member 17,Meeting speaker 1,0
17,12,6,0.0,Member 17,Meeting speaker 2,0
17,12,7,0.0,Member 17,Meeting speaker 3,0
17,12,8,0.0,Member 17,meeting speaker 4,0
17,12,9,0.0,Member 17,Speech Evaluator 1,0
17,13,1,0.0,Member 17,Ah Counter,0
17,13,10,0.0,Member 17,Speech Evaluator 2,0
17,13,11,0.0,Member 17,Speech Evaluator 3,0
17,13,12,0.0,Member 17,Speech Evaluator 4,0
17,13,13,0.0,Member 17,General evaluator,0
17,13,14,0.0,Member 17,Table topic master,0
17,13,15,0.0,Member 17,Table topic evalauator 1,0
17,13,16,0.0,Member 17,Table topic evalauator 2,0
17,13,17,0.0,Member 17,Harkmaster,0
17,13,2,0.0,Member 17,Grammarian,0
17,13,3,0.0,Member 17,Timer,0
17,13,4,0.0,Member 17,Toastmaster,0
17,13,5,0.0,Member 17,Meeting speaker 1,0
17,13,6,0.0,Member 17,Meeting speaker 2,0
17,13,7,0.0,Member 17,Meeting speaker 3,0
17,13,8,0.0,Member 17,meeting speaker 4,0
17,13,9,0.0,Member 17,Speech Evaluator 1,0
17,14,1,0.0,Member 17,Ah Counter,0
17,14,10,0.0,Member 17,Speech Evaluator 2,0
17,14,11,0.0,Member 17,Speech Evaluator 3,0
17,14,12,0.0,Member 17,Speech Evaluator 4,0
17,14,13,0.0,Member 17,General evaluator,0
17,14,14,0.0,Member 17,Table topic master,0
17,14,15,0.0,Member 17,Table topic evalauator 1,0
17,14,16,0.0,Member 17,Table topic evalauator 2,0
17,14,17,0.0,Member 17,Harkmaster,0
17,14,2,0.0,Member 17,Grammarian,0
17,14,3,0.0,Member 17,Timer,0
17,14,4,0.0,Member 17,Toastmaster,0
17,14,5,1.0,Member 17,Meeting speaker 1,5
17,14,6,0.0,Member 17,Meeting speaker 2,0
17,14,7,0.0,Member 17,Meeting speaker 3,0
17,14,8,0.0,Member 17,meeting speaker 4,0
17,14,9,0.0,Member 17,Speech Evaluator 1,0
17,15,1,1.0,Member 17,Ah Counter,1
17,15,10,0.0,Member 17,Speech Evaluator 2,0
17,15,11,0.0,Member 17,Speech Evaluator 3,0
17,15,12,0.0,Member 17,Speech Evaluator 4,0
17,15,13,0.0,Member 17,General evaluator,0
17,15,14,0.0,Member 17,Table topic master,0
17,15,15,0.0,Member 17,Table topic evalauator 1,0
17,15,16,0.0,Member 17,Table topic evalauator 2,0
17,15,17,0.0,Member 17,Harkmaster,0
17,15,2,0.0,Member 17,Grammarian,0
17,15,3,0.0,Member 17,Timer,0
17,15,4,0.0,Member 17,Toastmaster,0
17,15,5,0.0,Member 17,Meeting speaker 1,0
17,15,6,0.0,Member 17,Meeting speaker 2,0
17,15,7,0.0,Member 17,Meeting speaker 3,0
17,15,8,0.0,Member 17,meeting speaker 4,0
17,15,9,0.0,Member 17,Speech Evaluator 1,0
17,16,1,0.0,Member 17,Ah Counter,0
17,16,10,0.0,Member 17,Speech Evaluator 2,0
17,16,11,0.0,Member 17,Speech Evaluator 3,0
17,16,12,0.0,Member 17,Speech Evaluator 4,0
17,16,13,0.0,Member 17,General evaluator,0
17,16,14,0.0,Member 17,Table topic master,0
17,16,15,0.0,Member 17,Table topic evalauator 1,0
17,16,16,0.0,Member 17,Table topic evalauator 2,0
17,16,17,0.0,Member 17,Harkmaster,0
17,16,2,0.0,Member 17,Grammarian,0
17,16,3,0.0,Member 17,Timer,0
17,16,4,0.0,Member 17,Toastmaster,0
17,16,5,0.0,Member 17,Meeting speaker 1,0
17,16,6,0.0,Member 17,Meeting speaker 2,0
17,16,7,0.0,Member 17,Meeting speaker 3,0
17,16,8,0.0,Member 17,meeting speaker 4,0
17,16,9,0.0,Member 17,Speech Evaluator 1,0
17,17,1,0.0,Member 17,Ah Counter,0
17,17,10,0.0,Member 17,Speech Evaluator 2,0
17,17,11,0.0,Member 17,Speech Evaluator 3,0
17,17,12,0.0,Member 17,Speech Evaluator 4,0
17,17,13,0.0,Member 17,General evaluator,0
17,17,14,0.0,Member 17,Table topic master,0
17,17,15,0.0,Member 17,Table topic evalauator 1,0
17,17,16,0.0,Member 17,Table topic evalauator 2,0
17,17,17,0.0,Member 17,Harkmaster,0
17,17,2,0.0,Member 17,Grammarian,0
17,17,3,0.0,Member 17,Timer,0
17,17,4,0.0,Member 17,Toastmaster,0
17,17,5,0.0,Member 17,Meeting speaker 1,0
17,17,6,0.0,Member 17,Meeting speaker 2,0
17,17,7,0.0,Member 17,Meeting speaker 3,0
17,17,8,1.0,Member 17,meeting speaker 4,8
17,17,9,0.0,Member 17,Speech Evaluator 1,0
17,18,1,0.0,Member 17,Ah Counter,0
17,18,10,0.0,Member 17,Speech Evaluator 2,0
17,18,11,0.0,Member 17,Speech Evaluator 3,0
17,18,12,0.0,Member 17,Speech Evaluator 4,0
17,18,13,0.0,Member 17,General evaluator,0
17,18,14,0.0,Member 17,Table topic master,0
17,18,15,0.0,Member 17,Table topic evalauator 1,0
17,18,16,0.0,Member 17,Table topic evalauator 2,0
17,18,17,0.0,Member 17,Harkmaster,0
17,18,2,0.0,Member 17,Grammarian,0
17,18,3,1.0,Member 17,Timer,3
17,18,4,0.0,Member 17,Toastmaster,0
17,18,5,0.0,Member 17,Meeting speaker 1,0
17,18,6,0.0,Member 17,Meeting speaker 2,0
17,18,7,0.0,Member 17,Meeting speaker 3,0
17,18,8,0.0,Member 17,meeting speaker 4,0
17,18,9,0.0,Member 17,Speech Evaluator 1,0
17,19,1,0.0,Member 17,Ah Counter,0
17,19,10,0.0,Member 17,Speech Evaluator 2,0
17,19,11,0.0,Member 17,Speech Evaluator 3,0
17,19,12,0.0,Member 17,Speech Evaluator 4,0
17,19,13,0.0,Member 17,General evaluator,0
17,19,14,0.0,Member 17,Table topic master,0
17,19,15,0.0,Member 17,Table topic evalauator 1,0
17,19,16,0.0,Member 17,Table topic evalauator 2,0
17,19,17,0.0,Member 17,Harkmaster,0
17,19,2,0.0,Member 17,Grammarian,0
17,19,3,0.0,Member 17,Timer,0
17,19,4,0.0,Member 17,Toastmaster,0
17,19,5,0.0,Member 17,Meeting speaker 1,0
17,19,6,0.0,Member 17,Meeting speaker 2,0
17,19,7,1.0,Member 17,Meeting speaker 3,7
17,19,8,0.0,Member 17,meeting speaker 4,0
17,19,9,0.0,Member 17,Speech Evaluator 1,0
17,1,1,0.0,Member 17,Ah Counter,0
17,1,10,0.0,Member 17,Speech Evaluator 2,0
17,1,11,0.0,Member 17,Speech Evaluator 3,0
17,1,12,0.0,Member 17,Speech Evaluator 4,0
17,1,13,0.0,Member 17,General evaluator,0
17,1,14,0.0,Member 17,Table topic master,0
17,1,15,0.0,Member 17,Table topic evalauator 1,0
17,1,16,0.0,Member 17,Table topic evalauator 2,0
17,1,17,0.0,Member 17,Harkmaster,0
17,1,2,0.0,Member 17,Grammarian,0
17,1,3,0.0,Member 17,Timer,0
17,1,4,0.0,Member 17,Toastmaster,0
17,1,5,0.0,Member 17,Meeting speaker 1,0
17,1,6,1.0,Member 17,Meeting speaker 2,6
17,1,7,0.0,Member 17,Meeting speaker 3,0
17,1,8,0.0,Member 17,meeting speaker 4,0
17,1,9,0.0,Member 17,Speech Evaluator 1,0
17,20,1,0.0,Member 17,Ah Counter,0
17,20,10,0.0,Member 17,Speech Evaluator 2,0
17,20,11,0.0,Member 17,Speech Evaluator 3,0
17,20,12,0.0,Member 17,Speech Evaluator 4,0
17,20,13,0.0,Member 17,General evaluator,0
17,20,14,0.0,Member 17,Table topic master,0
17,20,15,0.0,Member 17,Table topic evalauator 1,0
17,20,16,0.0,Member 17,Table topic evalauator 2,0
17,20,17,0.0,Member 17,Harkmaster,0
17,20,2,0.0,Member 17,Grammarian,0
17,20,3,0.0,Member 17,Timer,0
17,20,4,0.0,Member 17,Toastmaster,0
17,20,5,0.0,Member 17,Meeting speaker 1,0
17,20,6,0.0,Member 17,Meeting speaker 2,0
17,20,7,0.0,Member 17,Meeting speaker 3,0
17,20,8,0.0,Member 17,meeting speaker 4,0
17,20,9,0.0,Member 17,Speech Evaluator 1,0
17,21,1,0.0,Member 17,Ah Counter,0
17,21,10,0.0,Member 17,Speech Evaluator 2,0
17,21,11,0.0,Member 17,Speech Evaluator 3,0
17,21,12,0.0,Member 17,Speech Evaluator 4,0
17,21,13,1.0,Member 17,General evaluator,13
17,21,14,0.0,Member 17,Table topic master,0
17,21,15,0.0,Member 17,Table topic evalauator 1,0
17,21,16,0.0,Member 17,Table topic evalauator 2,0
17,21,17,0.0,Member 17,Harkmaster,0
17,21,2,0.0,Member 17,Grammarian,0
17,21,3,0.0,Member 17,Timer,0
